entity,coupled,degree,average-revs
core/src/main/java/org/apache/struts2/views/jsp/ui/AutocompleterTag.java,core/src/test/resources/org/apache/struts2/views/jsp/ui/Autocompleter-2.txt,73,10
plugins/dojo/src/main/resources/template/ajax/head.ftl,plugins/dojo/src/test/resources/org/apache/struts2/dojo/views/jsp/ui/HeadTagTest-1.txt,73,10
core/src/site/resources/tags/checkboxlist.html,core/src/site/resources/tags/select.html,73,10
apps/portlet/pom.xml,plugins/sitegraph/pom.xml,72,90
apps/portlet/pom.xml,plugins/jfreechart/pom.xml,72,90
apps/portlet/pom.xml,plugins/jasperreports/pom.xml,72,89
apps/portlet/pom.xml,plugins/struts1/pom.xml,72,88
apps/pom.xml,plugins/plexus/pom.xml,72,88
apps/pom.xml,plugins/jsf/pom.xml,72,86
apps/pom.xml,plugins/pell-multipart/pom.xml,72,86
core/src/site/resources/tags/ajax/datetimepicker.html,core/src/site/resources/tags/ajax/div.html,72,13
core/src/site/resources/tags/ajax/a.html,core/src/site/resources/tags/ajax/datetimepicker.html,72,13
core/src/site/resources/tags/ajax/autocompleter.html,core/src/site/resources/tags/ajax/datetimepicker.html,72,13
core/src/site/resources/tags/ajax/datetimepicker.html,core/src/site/resources/tags/ajax/submit.html,72,11
apps/mailreader/pom.xml,apps/portlet/pom.xml,71,98
apps/pom.xml,plugins/struts1/pom.xml,71,90
apps/portlet/pom.xml,plugins/codebehind/pom.xml,71,87
apps/pom.xml,plugins/config-browser/pom.xml,71,87
plugins/spring/pom.xml,plugins/tiles/pom.xml,71,84
core/src/main/java/org/apache/struts2/components/Autocompleter.java,core/src/main/java/org/apache/struts2/views/jsp/ui/AutocompleterTag.java,71,14
backport/translate.bat,backport/translate.sh,71,14
core/src/site/resources/tags/a.html,core/src/site/resources/tags/div.html,71,7
plugins/dojo/src/test/resources/org/apache/struts2/dojo/views/jsp/ui/div-1.txt,plugins/dojo/src/test/resources/org/apache/struts2/dojo/views/jsp/ui/submit-ajax-1.txt,71,7
core/src/test/java/org/apache/struts2/views/jsp/ui/SubmitTest.java,core/src/test/resources/org/apache/struts2/views/jsp/ui/Submit-3.txt,71,7
core/src/site/resources/tags/reset.html,core/src/site/resources/tags/submit.html,71,7
apps/mailreader/src/main/webapp/Subscription.jsp,apps/mailreader/src/main/webapp/Welcome.jsp,71,7
core/src/site/resources/tags/a.html,core/src/site/resources/tags/submit.html,71,7
plugins/dojo/src/main/java/org/apache/struts2/dojo/views/jsp/ui/SubmitTag.java,plugins/dojo/src/test/resources/org/apache/struts2/dojo/views/jsp/ui/submit-ajax-1.txt,71,7
apps/mailreader/src/main/webapp/Registration.jsp,apps/mailreader/src/main/webapp/Welcome.jsp,71,7
core/src/test/java/org/apache/struts2/views/jsp/ui/SubmitTest.java,core/src/test/resources/org/apache/struts2/views/jsp/ui/Submit-5.txt,71,7
apps/pom.xml,plugins/sitegraph/pom.xml,70,91
apps/portlet/pom.xml,plugins/spring/pom.xml,70,90
apps/pom.xml,plugins/sitemesh/pom.xml,70,90
apps/pom.xml,plugins/codebehind/pom.xml,70,89
plugins/pom.xml,plugins/spring/pom.xml,70,86
plugins/dwr/pom.xml,plugins/junit/pom.xml,70,27
plugins/convention/pom.xml,plugins/javatemplates/pom.xml,70,27
plugins/rest/src/main/java/org/apache/struts2/rest/RestActionMapper.java,plugins/rest/src/test/java/org/apache/struts2/rest/RestActionMapperTest.java,70,19
core/src/site/resources/tags/ajax/bind.html,core/src/site/resources/tags/ajax/submit.html,70,10
core/src/site/resources/tags/checkboxlist.html,core/src/site/resources/tags/updownselect.html,70,10
core/src/site/resources/tags/inputtransferselect.html,core/src/site/resources/tags/radio.html,70,9
core/src/test/resources/org/apache/struts2/views/jsp/ui/Formtag-11.txt,core/src/test/resources/org/apache/struts2/views/jsp/ui/Formtag-6.txt,70,9
apps/portlet/pom.xml,apps/showcase/pom.xml,69,117
apps/blank/pom.xml,apps/showcase/pom.xml,69,112
apps/showcase/pom.xml,plugins/sitemesh/pom.xml,69,102
apps/mailreader/pom.xml,apps/pom.xml,69,100
core/src/site/resources/tags/ajax/autocompleter.html,core/src/site/resources/tags/ajax/tree.html,69,13
core/src/main/resources/template/simple/submit.ftl,core/src/test/java/org/apache/struts2/views/jsp/ui/SubmitTest.java,69,12
plugins/json/src/main/java/org/apache/struts2/json/JSONInterceptor.java,plugins/json/src/test/java/org/apache/struts2/json/JSONInterceptorTest.java,69,12
core/src/site/resources/tags/ajax/tabbedpanel.html,core/src/site/resources/tags/ajax/tree.html,69,12
apps/blank/pom.xml,plugins/tiles/pom.xml,68,93
apps/mailreader/pom.xml,plugins/tiles/pom.xml,68,92
apps/pom.xml,plugins/jfreechart/pom.xml,68,91
apps/pom.xml,plugins/jasperreports/pom.xml,68,90
plugins/dojo/pom.xml,plugins/portlet/pom.xml,68,48
plugins/junit/pom.xml,plugins/rest/pom.xml,68,32
core/src/site/resources/tags/ajax/autocompleter.html,core/src/site/resources/tags/ajax/div.html,68,16
core/src/site/resources/tags/ajax/a.html,core/src/site/resources/tags/ajax/autocompleter.html,68,16
core/src/site/resources/tags/ajax/div.html,core/src/site/resources/tags/ajax/tabbedpanel.html,68,15
apps/mailreader/pom.xml,apps/showcase/pom.xml,67,111
apps/pom.xml,apps/portlet/pom.xml,67,106
apps/pom.xml,plugins/spring/pom.xml,67,91
apps/mailreader/pom.xml,plugins/pom.xml,66,95
apps/blank/pom.xml,plugins/pom.xml,66,95
plugins/pom.xml,plugins/tiles/pom.xml,66,95
plugins/dwr/pom.xml,plugins/javatemplates/pom.xml,66,21
core/src/main/java/org/apache/struts2/components/Autocompleter.java,core/src/test/java/org/apache/struts2/views/jsp/ui/AutocompleterTest.java,66,15
core/src/main/java/org/apache/struts2/components/Autocompleter.java,core/src/main/resources/template/ajax/autocompleter.ftl,66,14
core/src/main/java/org/apache/struts2/components/Autocompleter.java,core/src/test/resources/org/apache/struts2/views/jsp/ui/Autocompleter-1.txt,66,14
core/src/site/resources/tags/ajax/div.html,core/src/site/resources/tags/ajax/treenode.html,66,12
core/src/site/resources/tags/ajax/autocompleter.html,core/src/site/resources/tags/ajax/treenode.html,66,12
core/src/site/resources/tags/ajax/a.html,core/src/site/resources/tags/ajax/treenode.html,66,12
core/src/main/resources/template/ajax/autocompleter.ftl,core/src/site/resources/tags/autocompleter.html,66,11
core/src/site/resources/tags/autocompleter.html,core/src/test/resources/org/apache/struts2/views/jsp/ui/Autocompleter-1.txt,66,11
core/src/main/resources/template/simple/autocompleter.ftl,core/src/test/java/org/apache/struts2/views/jsp/ui/AutocompleterTest.java,66,11
apps/portlet/src/test/java/org/apache/struts2/portlet/test/BasePortletTest.java,apps/portlet/src/test/java/org/apache/struts2/portlet/test/Struts2PortletTest.java,66,9
core/src/main/java/org/apache/struts2/dispatcher/ng/filter/StrutsPrepareFilter.java,core/src/main/java/org/apache/struts2/dispatcher/ng/servlet/StrutsServlet.java,66,8
apps/showcase/src/main/webapp/tags/ui/datepicker/index.jsp,apps/showcase/src/main/webapp/tags/ui/timepicker/index.jsp,66,8
core/src/site/resources/tags/checkbox.html,core/src/site/resources/tags/radio.html,66,8
plugins/dojo/src/main/java/org/apache/struts2/dojo/views/jsp/ui/AutocompleterTag.java,plugins/dojo/src/main/resources/template/ajax/autocompleter.ftl,66,8
apps/showcase/src/main/webapp/ajax/remotediv/example8.jsp,apps/showcase/src/main/webapp/ajax/remotelink/index.jsp,66,8
core/src/main/java/org/apache/struts2/components/Property.java,core/src/site/resources/tags/property.html,66,8
assembly/src/main/resources/NOTICE.txt,core/src/main/resources/NOTICE.txt,66,8
apps/showcase/src/main/webapp/tags/ui/treeExampleDynamic.jsp,apps/showcase/src/main/webapp/tags/ui/treeExampleStatic.jsp,66,8
plugins/dojo/src/main/resources/template/ajax/bind.ftl,plugins/dojo/src/test/resources/org/apache/struts2/dojo/views/jsp/ui/submit-ajax-1.txt,66,8
apps/showcase/pom.xml,plugins/sitegraph/pom.xml,64,103
apps/showcase/pom.xml,plugins/struts1/pom.xml,64,101
apps/showcase/pom.xml,plugins/jsf/pom.xml,64,98
apps/showcase/pom.xml,plugins/config-browser/pom.xml,64,98
apps/portlet/pom.xml,plugins/tiles/pom.xml,64,98
apps/showcase/pom.xml,plugins/pell-multipart/pom.xml,64,97
core/src/main/java/org/apache/struts2/interceptor/MessageStoreInterceptor.java,core/src/test/java/org/apache/struts2/interceptor/MessageStoreInterceptorTest.java,64,13
apps/showcase/pom.xml,plugins/jasperreports/pom.xml,63,102
apps/portlet/pom.xml,plugins/pom.xml,63,101
apps/showcase/pom.xml,plugins/codebehind/pom.xml,63,100
apps/showcase/pom.xml,plugins/plexus/pom.xml,63,99
apps/rest-showcase/pom.xml,plugins/dwr/pom.xml,63,30
core/src/main/java/org/apache/struts2/views/util/UrlHelper.java,core/src/test/java/org/apache/struts2/views/util/UrlHelperTest.java,63,19
core/src/main/java/org/apache/struts2/views/jsp/ui/AutocompleterTag.java,core/src/site/resources/tags/autocompleter.html,63,11
core/src/site/resources/tags/ajax/datetimepicker.html,core/src/site/resources/tags/ajax/tabbedpanel.html,63,11
core/src/main/java/org/apache/struts2/views/jsp/ui/AutocompleterTag.java,core/src/main/resources/template/simple/autocompleter.ftl,63,10
xwork-core/src/main/java/com/opensymphony/xwork2/security/DefaultExcludedPatternsChecker.java,xwork-core/src/test/java/com/opensymphony/xwork2/security/DefaultExcludedPatternsCheckerTest.java,63,10
plugins/json/src/main/java/org/apache/struts2/json/JSONActionRedirectResult.java,plugins/json/src/main/java/org/apache/struts2/json/JSONValidationInterceptor.java,63,10
core/src/main/resources/template/xhtml/controlheader.ftl,core/src/main/resources/template/xhtml/styles.css,63,10
core/src/site/resources/tags/checkboxlist.html,core/src/site/resources/tags/inputtransferselect.html,63,10
core/src/site/resources/tags/ajax/form.html,core/src/site/resources/tags/ajax/tabbedpanel.html,63,10
apps/showcase/pom.xml,plugins/tiles/pom.xml,62,111
apps/showcase/pom.xml,plugins/jfreechart/pom.xml,62,103
apps/showcase/pom.xml,plugins/spring/pom.xml,62,103
apps/pom.xml,plugins/pom.xml,62,102
apps/pom.xml,plugins/tiles/pom.xml,62,100
plugins/javatemplates/pom.xml,plugins/testng/pom.xml,62,23
core/src/site/resources/tags/ajax/a.html,core/src/site/resources/tags/ajax/tabbedpanel.html,62,15
plugins/dojo/src/main/resources/org/apache/struts2/static/dojo/struts/widget/Bind.js,plugins/dojo/src/main/resources/org/apache/struts2/static/dojo/struts/widget/BindDiv.js,62,15
core/src/site/resources/tags/ajax/autocompleter.html,core/src/site/resources/tags/ajax/submit.html,62,15
core/src/main/resources/org/apache/struts2/struts-messages.properties,core/src/main/resources/org/apache/struts2/struts-messages_de.properties,62,8
core/src/main/resources/template/simple/optgroup.ftl,core/src/test/java/org/apache/struts2/views/jsp/ui/OptGroupTest.java,62,8
plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ActionNamesAction.java,plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ShowConfigAction.java,62,8
core/src/site/resources/tags/div.html,core/src/site/resources/tags/submit.html,62,8
apps/shopping-cart/pom.xml,apps/starter/pom.xml,62,8
apps/mailreader/src/main/resources/struts.properties,apps/mailreader/src/main/resources/struts.xml,62,8
core/src/main/java/org/apache/struts2/dispatcher/ng/filter/StrutsExecuteFilter.java,core/src/main/java/org/apache/struts2/dispatcher/ng/filter/StrutsPrepareFilter.java,62,8
core/src/main/java/org/apache/struts2/dispatcher/ng/filter/StrutsPrepareAndExecuteFilter.java,core/src/main/java/org/apache/struts2/dispatcher/ng/servlet/StrutsServlet.java,62,8
core/src/main/resources/template/simple/actionerror.ftl,core/src/main/resources/template/simple/fielderror.ftl,62,8
core/src/main/resources/template/simple/actionmessage.ftl,core/src/main/resources/template/simple/fielderror.ftl,62,8
core/src/site/resources/tags/ajax/form.html,core/src/site/resources/tags/ajax/tree.html,62,8
apps/pom.xml,apps/showcase/pom.xml,61,119
core/src/main/java/org/apache/struts2/dispatcher/mapper/DefaultActionMapper.java,core/src/test/java/org/apache/struts2/dispatcher/mapper/DefaultActionMapperTest.java,61,57
plugins/portlet/pom.xml,plugins/testng/pom.xml,61,36
plugins/junit/pom.xml,plugins/portlet/pom.xml,60,42
plugins/portlet/pom.xml,plugins/rest/pom.xml,60,40
assembly/src/main/assembly/all.xml,assembly/src/main/assembly/lib.xml,60,35
plugins/dojo/pom.xml,plugins/testng/pom.xml,60,35
apps/rest-showcase/pom.xml,plugins/testng/pom.xml,60,32
core/src/site/resources/tags/ajax/a.html,core/src/site/resources/tags/ajax/bind.html,60,12
archetypes/struts2-archetype-dbportlet/src/main/resources/archetype-resources/pom.xml,archetypes/struts2-archetype-starter/src/main/resources/archetype-resources/pom.xml,60,10
core/src/test/resources/org/apache/struts2/views/jsp/ui/Formtag-2.txt,core/src/test/resources/org/apache/struts2/views/jsp/ui/Formtag-6.txt,60,10
plugins/dojo/pom.xml,plugins/rest/pom.xml,59,39
apps/showcase/pom.xml,plugins/pom.xml,58,114
plugins/spring/src/main/java/org/apache/struts2/spring/StrutsSpringObjectFactory.java,plugins/spring/src/test/java/org/apache/struts2/spring/StrutsSpringObjectFactoryTest.java,58,16
core/src/site/resources/tags/autocompleter.html,core/src/test/java/org/apache/struts2/views/jsp/ui/AutocompleterTest.java,58,12
plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesInitializer.java,plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsWildcardServletTilesApplicationContext.java,58,12
core/src/site/resources/tags/doubleselect.html,core/src/site/resources/tags/select.html,58,12
core/src/site/resources/tags/doubleselect.html,core/src/site/resources/tags/inputtransferselect.html,58,12
core/src/main/java/org/apache/struts2/dispatcher/multipart/MultiPartRequest.java,plugins/pell-multipart/src/main/java/org/apache/struts2/dispatcher/multipart/PellMultiPartRequest.java,58,9
core/src/main/java/com/opensymphony/xwork2/config/entities/ActionConfig.java,core/src/main/java/com/opensymphony/xwork2/config/entities/AllowedMethods.java,58,9
xwork-core/src/main/java/com/opensymphony/xwork2/validator/validators/IntRangeFieldValidator.java,xwork-core/src/main/java/com/opensymphony/xwork2/validator/validators/LongRangeFieldValidator.java,58,9
core/src/site/resources/tags/ajax/bind.html,core/src/site/resources/tags/ajax/tree.html,58,9
core/src/main/java/org/apache/struts2/dispatcher/ng/filter/StrutsExecuteFilter.java,core/src/main/java/org/apache/struts2/dispatcher/ng/filter/StrutsPrepareAndExecuteFilter.java,58,9
core/src/site/resources/tags/checkbox.html,core/src/site/resources/tags/checkboxlist.html,58,9
apps/rest-showcase/pom.xml,plugins/rest/pom.xml,57,35
plugins/javatemplates/pom.xml,plugins/rest/pom.xml,57,26
core/src/main/java/org/apache/struts2/components/Autocompleter.java,core/src/site/resources/tags/autocompleter.html,57,14
xwork-core/src/main/java/com/opensymphony/xwork2/config/impl/DefaultConfiguration.java,xwork-core/src/main/java/com/opensymphony/xwork2/config/providers/XWorkConfigurationProvider.java,57,14
plugins/dojo/src/main/java/org/apache/struts2/dojo/components/Submit.java,plugins/dojo/src/main/java/org/apache/struts2/dojo/views/jsp/ui/SubmitTag.java,57,11
core/src/main/resources/template/simple/submit.ftl,core/src/test/resources/org/apache/struts2/views/jsp/ui/Submit-1.txt,57,11
core/src/main/java/org/apache/struts2/dispatcher/multipart/MultiPartRequestWrapper.java,plugins/pell-multipart/src/main/java/org/apache/struts2/dispatcher/multipart/PellMultiPartRequest.java,57,11
core/src/site/resources/tags/ajax/tabbedpanel.html,core/src/site/resources/tags/ajax/treenode.html,57,11
plugins/dojo/pom.xml,plugins/junit/pom.xml,56,41
plugins/dojo/pom.xml,plugins/dwr/pom.xml,56,34
api/pom.xml,plugins/continuations/pom.xml,56,23
core/src/main/java/org/apache/struts2/components/Autocompleter.java,core/src/test/resources/org/apache/struts2/views/jsp/ui/Autocompleter-2.txt,56,13
core/src/site/resources/tags/doubleselect.html,core/src/site/resources/tags/updownselect.html,56,13
plugins/dwr/pom.xml,plugins/portlet/pom.xml,55,35
core/src/main/java/org/apache/struts2/interceptor/CookieInterceptor.java,core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,55,20
core/src/site/resources/tags/ajax/autocompleter.html,core/src/site/resources/tags/ajax/tabbedpanel.html,55,15
core/src/main/java/org/apache/struts2/util/URLDecoderUtil.java,core/src/main/java/org/apache/struts2/views/util/DefaultUrlHelper.java,55,15
core/src/main/java/org/apache/struts2/views/util/DefaultUrlHelper.java,core/src/test/java/org/apache/struts2/util/URLDecoderUtilTest.java,55,15
apps/showcase/src/main/webapp/ajax/remotebutton/index.jsp,apps/showcase/src/main/webapp/ajax/remotelink/index.jsp,55,9
core/src/main/resources/template/simple/optiontransferselect.ftl,core/src/test/resources/org/apache/struts2/views/jsp/ui/optiontransferselect-1.txt,55,9
plugins/json/pom.xml,plugins/oval/pom.xml,55,9
plugins/portlet/src/main/java/org/apache/struts2/portlet/PortletActionConstants.java,plugins/portlet/src/main/java/org/apache/struts2/portlet/result/PortletResult.java,55,9
core/src/main/java/org/apache/struts2/components/Div.java,core/src/test/java/org/apache/struts2/views/jsp/ui/DivTest.java,55,9
core/src/main/resources/org/apache/struts2/static/dojo/struts/widget/ComboBox.js,core/src/test/resources/org/apache/struts2/views/jsp/ui/Autocompleter-1.txt,54,11
plugins/dojo/src/main/resources/org/apache/struts2/static/dojo/struts/widget/BindDiv.js,plugins/dojo/src/main/resources/template/ajax/bind.ftl,54,11
plugins/dojo/src/main/java/org/apache/struts2/dojo/components/AbstractRemoteBean.java,plugins/dojo/src/main/java/org/apache/struts2/dojo/components/Submit.java,54,11
core/src/main/resources/org/apache/struts2/static/dojo/struts/widget/ComboBox.js,core/src/main/resources/template/ajax/autocompleter.ftl,54,11
archetypes/struts2-archetype-convention/src/main/resources/archetype-resources/pom.xml,archetypes/struts2-archetype-dbportlet/src/main/resources/archetype-resources/pom.xml,54,11
plugins/convention/pom.xml,plugins/dwr/pom.xml,53,26
core/src/site/resources/tags/inputtransferselect.html,core/src/site/resources/tags/optiontransferselect.html,53,13
core/src/site/resources/tags/ajax/submit.html,core/src/site/resources/tags/ajax/tabbedpanel.html,53,13
core/src/test/java/org/apache/struts2/dispatcher/FilterDispatcherTest.java,core/src/test/java/org/apache/struts2/dispatcher/FilterTest.java,53,13
core/src/site/resources/tags/optiontransferselect.html,core/src/site/resources/tags/select.html,53,13
core/src/main/java/org/apache/struts2/views/jsp/ui/AutocompleterTag.java,core/src/main/resources/org/apache/struts2/static/dojo/struts/widget/ComboBox.js,52,12
core/src/site/resources/tags/ajax/bind.html,core/src/site/resources/tags/ajax/div.html,52,12
archetypes/struts2-archetype-blank/src/main/resources/archetype-resources/pom.xml,archetypes/struts2-archetype-dbportlet/src/main/resources/archetype-resources/pom.xml,52,12
core/src/main/resources/template/simple/autocompleter.ftl,core/src/site/resources/tags/autocompleter.html,52,10
core/src/test/resources/org/apache/struts2/views/jsp/ui/Formtag-2.txt,core/src/test/resources/org/apache/struts2/views/jsp/ui/Formtag-22.txt,52,10
apps/mailreader/src/main/java/struts.properties,apps/mailreader/src/main/java/struts.xml,52,10
core/src/site/resources/tags/ajax/form.html,core/src/site/resources/tags/ajax/submit.html,52,10
core/src/site/resources/tags/autocompleter.html,core/src/test/resources/org/apache/struts2/views/jsp/ui/Autocompleter-2.txt,52,10
plugins/portlet/src/main/java/org/apache/struts2/portlet/result/PortletResult.java,plugins/portlet/src/test/java/org/apache/struts2/portlet/result/PortletResultTest.java,52,10
plugins/codebehind/pom.xml,plugins/dojo/pom.xml,51,59
apps/rest-showcase/pom.xml,plugins/junit/pom.xml,51,37
apps/rest-showcase/pom.xml,plugins/javatemplates/pom.xml,51,31
core/src/main/java/org/apache/struts2/dispatcher/ServletRedirectResult.java,core/src/test/java/org/apache/struts2/dispatcher/ServletRedirectResultTest.java,51,20
assembly/src/main/assembly/apps.xml,assembly/src/main/assembly/src.xml,51,14
core/src/site/resources/tags/doubleselect.html,core/src/site/resources/tags/radio.html,51,14
core/src/site/resources/tags/optiontransferselect.html,core/src/site/resources/tags/updownselect.html,51,14
plugins/codebehind/pom.xml,plugins/portlet/pom.xml,50,60
plugins/convention/pom.xml,plugins/testng/pom.xml,50,28
plugins/javatemplates/pom.xml,plugins/junit/pom.xml,50,28
core/src/main/java/org/apache/struts2/dispatcher/multipart/JakartaMultiPartRequest.java,core/src/main/java/org/apache/struts2/dispatcher/multipart/MultiPartRequestWrapper.java,50,18
core/src/main/java/org/apache/struts2/interceptor/validation/JSONValidationInterceptor.java,core/src/test/java/org/apache/struts2/interceptor/validation/JSONValidationInterceptorTest.java,50,12
plugins/dojo/src/main/java/org/apache/struts2/dojo/components/Submit.java,plugins/dojo/src/test/resources/org/apache/struts2/dojo/views/jsp/ui/href-1.txt,50,10
core/src/main/java/org/apache/struts2/components/Div.java,core/src/test/resources/org/apache/struts2/views/jsp/ui/div-1.txt,50,10
core/src/site/resources/tags/ajax/bind.html,core/src/site/resources/tags/ajax/tabbedpanel.html,50,10
core/src/main/java/org/apache/struts2/interceptor/validation/AnnotationValidationInterceptor.java,core/src/test/java/org/apache/struts2/interceptor/validation/AnnotationValidationInterceptorTest.java,50,10
plugins/dojo/src/main/java/org/apache/struts2/dojo/components/Submit.java,plugins/dojo/src/test/java/org/apache/struts2/dojo/views/jsp/ui/AnchorTest.java,50,10
plugins/dojo/src/main/java/org/apache/struts2/dojo/components/Submit.java,plugins/dojo/src/main/resources/template/ajax/ajax-common.ftl,50,10
plugins/dojo/pom.xml,plugins/javatemplates/pom.xml,49,35
apps/rest-showcase/pom.xml,plugins/dojo/pom.xml,48,44
plugins/convention/pom.xml,plugins/rest/pom.xml,48,31
core/src/main/java/org/apache/struts2/dispatcher/multipart/JakartaMultiPartRequest.java,plugins/pell-multipart/src/main/java/org/apache/struts2/dispatcher/multipart/PellMultiPartRequest.java,48,19
assembly/src/main/assembly/lib.xml,assembly/src/main/resources/NOTICE.txt,48,15
xwork-core/src/main/java/com/opensymphony/xwork2/ognl/SecurityMemberAccess.java,xwork-core/src/test/java/com/opensymphony/xwork2/ognl/SecurityMemberAccessTest.java,48,15
